c_id,c_name,c_id,model_name,transmission,model_name,price
35,Volvo                                                           ,35,940                                                             ,mechanical                                                      ,940                                                             ,700
35,Volvo                                                           ,35,440                                                             ,mechanical                                                      ,440                                                             ,1300
35,Volvo                                                           ,35,264                                                             ,mechanical                                                      ,264                                                             ,1000
35,Volvo                                                           ,35,240                                                             ,automatic                                                       ,240                                                             ,8500
35,Volvo                                                           ,35,244                                                             ,mechanical                                                      ,244                                                             ,1250
35,Volvo                                                           ,35,C30                                                             ,mechanical                                                      ,C30                                                             ,8999
35,Volvo                                                           ,35,360                                                             ,mechanical                                                      ,360                                                             ,600
36,Chevrolet                                                       ,36,Aveo                                                            ,mechanical                                                      ,Aveo                                                            ,4750
36,Chevrolet                                                       ,36,Equinox                                                         ,automatic                                                       ,Equinox                                                         ,12500
36,Chevrolet                                                       ,36,Spark                                                           ,mechanical                                                      ,Spark                                                           ,4505
36,Chevrolet                                                       ,36,Trail Blazer                                                    ,automatic                                                       ,Trail Blazer                                                    ,7650
36,Chevrolet                                                       ,36,Cruze                                                           ,automatic                                                       ,Cruze                                                           ,8500
36,Chevrolet                                                       ,36,Trax                                                            ,automatic                                                       ,Trax                                                            ,10800
36,Chevrolet                                                       ,36,Volt                                                            ,automatic                                                       ,Volt                                                            ,14000
36,Chevrolet                                                       ,36,Impala                                                          ,automatic                                                       ,Impala                                                          ,1900
36,Chevrolet                                                       ,36,Malibu                                                          ,automatic                                                       ,Malibu                                                          ,13300
36,Chevrolet                                                       ,36,Orlando                                                         ,automatic                                                       ,Orlando                                                         ,11500
36,Chevrolet                                                       ,36,Niva                                                            ,mechanical                                                      ,Niva                                                            ,2400
36,Chevrolet                                                       ,36,Captiva                                                         ,automatic                                                       ,Captiva                                                         ,11990
36,Chevrolet                                                       ,36,Epica                                                           ,automatic                                                       ,Epica                                                           ,2300
36,Chevrolet                                                       ,36,Camaro                                                          ,automatic                                                       ,Camaro                                                          ,23950
36,Chevrolet                                                       ,36,Blazer                                                          ,automatic                                                       ,Blazer                                                          ,3200
36,Chevrolet                                                       ,36,Cavalier                                                        ,automatic                                                       ,Cavalier                                                        ,1800
36,Chevrolet                                                       ,36,Silverado                                                       ,automatic                                                       ,Silverado                                                       ,8750
36,Chevrolet                                                       ,36,Tahoe                                                           ,automatic                                                       ,Tahoe                                                           ,6800
36,Chevrolet                                                       ,36,HHR                                                             ,automatic                                                       ,HHR                                                             ,7650
36,Chevrolet                                                       ,36,Venture                                                         ,automatic                                                       ,Venture                                                         ,2000
36,Chevrolet                                                       ,36,Alero                                                           ,automatic                                                       ,Alero                                                           ,800
36,Chevrolet                                                       ,36,C1500                                                           ,automatic                                                       ,C1500                                                           ,7800
36,Chevrolet                                                       ,36,Lumina                                                          ,automatic                                                       ,Lumina                                                          ,3200
36,Chevrolet                                                       ,36,Tracker                                                         ,automatic                                                       ,Tracker                                                         ,1499
36,Chevrolet                                                       ,36,Astro Van                                                       ,automatic                                                       ,Astro Van                                                       ,7250
36,Chevrolet                                                       ,36,Suburban                                                        ,automatic                                                       ,Suburban                                                        ,7113
36,Chevrolet                                                       ,36,Colorado                                                        ,automatic                                                       ,Colorado                                                        ,11550
36,Chevrolet                                                       ,36,Silver                                                          ,automatic                                                       ,Silver                                                          ,27900
37,Great Wall                                                      ,37,H3                                                              ,mechanical                                                      ,H3                                                              ,11250
37,Great Wall                                                      ,37,Peri                                                            ,mechanical                                                      ,Peri                                                            ,1999
37,Great Wall                                                      ,37,Safe                                                            ,mechanical                                                      ,Safe                                                            ,4000
37,Great Wall                                                      ,37,M4                                                              ,mechanical                                                      ,M4                                                              ,6900
37,Great Wall                                                      ,37,Hover                                                           ,mechanical                                                      ,Hover                                                           ,4200
37,Great Wall                                                      ,37,H6                                                              ,mechanical                                                      ,H6                                                              ,9300
37,Great Wall                                                      ,37,Deer                                                            ,mechanical                                                      ,Deer                                                            ,3200
37,Great Wall                                                      ,37,H5                                                              ,mechanical                                                      ,H5                                                              ,7700
37,Great Wall                                                      ,37,Pegasus                                                         ,mechanical                                                      ,Pegasus                                                         ,5500
37,Great Wall                                                      ,37,Florid                                                          ,mechanical                                                      ,Florid                                                          ,4000
38,Buick                                                           ,38,Encore                                                          ,automatic                                                       ,Encore                                                          ,14700
38,Buick                                                           ,38,Regal                                                           ,automatic                                                       ,Regal                                                           ,14800
38,Buick                                                           ,38,LaCrosse                                                        ,automatic                                                       ,LaCrosse                                                        ,21000
38,Buick                                                           ,38,Rendez Vous                                                     ,automatic                                                       ,Rendez Vous                                                     ,5300
38,Buick                                                           ,38,Enclave                                                         ,automatic                                                       ,Enclave                                                         ,20500
39,Pontiac                                                         ,39,Vibe                                                            ,automatic                                                       ,Vibe                                                            ,7800
39,Pontiac                                                         ,39,Trans Sport                                                     ,mechanical                                                      ,Trans Sport                                                     ,2100
39,Pontiac                                                         ,39,Sunbird                                                         ,automatic                                                       ,Sunbird                                                         ,350
39,Pontiac                                                         ,39,Firebird                                                        ,automatic                                                       ,Firebird                                                        ,10000
39,Pontiac                                                         ,39,Grand Am                                                        ,mechanical                                                      ,Grand Am                                                        ,1300
39,Pontiac                                                         ,39,Aztek                                                           ,automatic                                                       ,Aztek                                                           ,5900
39,Pontiac                                                         ,39,G6                                                              ,mechanical                                                      ,G6                                                              ,3900
39,Pontiac                                                         ,39,LeMans                                                          ,automatic                                                       ,LeMans                                                          ,2500
39,Pontiac                                                         ,39,Bonneville                                                      ,automatic                                                       ,Bonneville                                                      ,1400
40,Lincoln                                                         ,40,MKZ                                                             ,automatic                                                       ,MKZ                                                             ,7800
40,Lincoln                                                         ,40,Town Car                                                        ,automatic                                                       ,Town Car                                                        ,5800
40,Lincoln                                                         ,40,Navigator                                                       ,automatic                                                       ,Navigator                                                       ,3600
40,Lincoln                                                         ,40,Aviator                                                         ,automatic                                                       ,Aviator                                                         ,6400
40,Lincoln                                                         ,40,MKC                                                             ,automatic                                                       ,MKC                                                             ,18600
40,Lincoln                                                         ,40,Mark VIII                                                       ,automatic                                                       ,Mark VIII                                                       ,4500
40,Lincoln                                                         ,40,MKX                                                             ,automatic                                                       ,MKX                                                             ,11500
40,Lincoln                                                         ,40,Continental                                                     ,automatic                                                       ,Continental                                                     ,2800
41,Hyundai                                                         ,41,Sonata                                                          ,mechanical                                                      ,Sonata                                                          ,7750
41,Hyundai                                                         ,41,Santa Fe                                                        ,automatic                                                       ,Santa Fe                                                        ,11100
41,Hyundai                                                         ,41,Galloper                                                        ,mechanical                                                      ,Galloper                                                        ,1500
41,Hyundai                                                         ,41,Trajet                                                          ,mechanical                                                      ,Trajet                                                          ,2100
41,Hyundai                                                         ,41,Tucson                                                          ,automatic                                                       ,Tucson                                                          ,8400
41,Hyundai                                                         ,41,Accent                                                          ,automatic                                                       ,Accent                                                          ,11800
41,Hyundai                                                         ,41,i40                                                             ,automatic                                                       ,i40                                                             ,12300
41,Hyundai                                                         ,41,Solaris                                                         ,mechanical                                                      ,Solaris                                                         ,9999
41,Hyundai                                                         ,41,Lantra                                                          ,mechanical                                                      ,Lantra                                                          ,1300
41,Hyundai                                                         ,41,ix35                                                            ,automatic                                                       ,ix35                                                            ,12800
41,Hyundai                                                         ,41,Equus                                                           ,automatic                                                       ,Equus                                                           ,14700
41,Hyundai                                                         ,41,i30                                                             ,automatic                                                       ,i30                                                             ,9550
41,Hyundai                                                         ,41,Getz                                                            ,mechanical                                                      ,Getz                                                            ,2700
41,Hyundai                                                         ,41,Elantra                                                         ,automatic                                                       ,Elantra                                                         ,2900
41,Hyundai                                                         ,41,i20                                                             ,mechanical                                                      ,i20                                                             ,4650
41,Hyundai                                                         ,41,H 100                                                           ,mechanical                                                      ,H 100                                                           ,1900
41,Hyundai                                                         ,41,Grand Starex                                                    ,automatic                                                       ,Grand Starex                                                    ,14550
41,Hyundai                                                         ,41,Pony                                                            ,mechanical                                                      ,Pony                                                            ,1000
41,Hyundai                                                         ,41,ix55                                                            ,automatic                                                       ,ix55                                                            ,14500
41,Hyundai                                                         ,41,Creta                                                           ,automatic                                                       ,Creta                                                           ,16500
41,Hyundai                                                         ,41,Santamo                                                         ,mechanical                                                      ,Santamo                                                         ,1800
41,Hyundai                                                         ,41,H-1                                                             ,mechanical                                                      ,H-1                                                             ,3000
41,Hyundai                                                         ,41,Terracan                                                        ,automatic                                                       ,Terracan                                                        ,6450
41,Hyundai                                                         ,41,Tiburon                                                         ,automatic                                                       ,Tiburon                                                         ,3200
41,Hyundai                                                         ,41,i10                                                             ,mechanical                                                      ,i10                                                             ,3700
41,Hyundai                                                         ,41,Grandeur                                                        ,automatic                                                       ,Grandeur                                                        ,7499
41,Hyundai                                                         ,41,Starex                                                          ,automatic                                                       ,Starex                                                          ,7000
41,Hyundai                                                         ,41,Genesis                                                         ,mechanical                                                      ,Genesis                                                         ,10950
41,Hyundai                                                         ,41,Hd                                                              ,mechanical                                                      ,Hd                                                              ,15000
41,Hyundai                                                         ,41,Atos                                                            ,mechanical                                                      ,Atos                                                            ,1500
41,Hyundai                                                         ,41,Porter                                                          ,mechanical                                                      ,Porter                                                          ,6000
41,Hyundai                                                         ,41,S-Coupe                                                         ,mechanical                                                      ,S-Coupe                                                         ,900
41,Hyundai                                                         ,41,XG 30                                                           ,automatic                                                       ,XG 30                                                           ,2700
41,Hyundai                                                         ,41,ix20                                                            ,mechanical                                                      ,ix20                                                            ,7200
42,Nissan                                                          ,42,Qashqai                                                         ,automatic                                                       ,Qashqai                                                         ,12900
42,Nissan                                                          ,42,Serena                                                          ,mechanical                                                      ,Serena                                                          ,1150
42,Nissan                                                          ,42,Almera                                                          ,mechanical                                                      ,Almera                                                          ,7850
42,Nissan                                                          ,42,Almera Tino                                                     ,mechanical                                                      ,Almera Tino                                                     ,3550
42,Nissan                                                          ,42,Primera                                                         ,mechanical                                                      ,Primera                                                         ,2350
42,Nissan                                                          ,42,Terrano                                                         ,mechanical                                                      ,Terrano                                                         ,6500
42,Nissan                                                          ,42,Juke                                                            ,automatic                                                       ,Juke                                                            ,10000
42,Nissan                                                          ,42,X-Trail                                                         ,mechanical                                                      ,X-Trail                                                         ,5500
42,Nissan                                                          ,42,Patrol                                                          ,automatic                                                       ,Patrol                                                          ,9999
42,Nissan                                                          ,42,Murano                                                          ,automatic                                                       ,Murano                                                          ,15700
42,Nissan                                                          ,42,Pixo                                                            ,mechanical                                                      ,Pixo                                                            ,4900
42,Nissan                                                          ,42,Qashqai+2                                                       ,mechanical                                                      ,Qashqai+2                                                       ,13700
42,Nissan                                                          ,42,Micra                                                           ,automatic                                                       ,Micra                                                           ,3300
42,Nissan                                                          ,42,Titan                                                           ,automatic                                                       ,Titan                                                           ,21900
42,Nissan                                                          ,42,Pathfinder                                                      ,mechanical                                                      ,Pathfinder                                                      ,9400
42,Nissan                                                          ,42,Tiida                                                           ,automatic                                                       ,Tiida                                                           ,8850
42,Nissan                                                          ,42,Leaf                                                            ,automatic                                                       ,Leaf                                                            ,13850
42,Nissan                                                          ,42,Teana                                                           ,automatic                                                       ,Teana                                                           ,6750
42,Nissan                                                          ,42,Note                                                            ,mechanical                                                      ,Note                                                            ,5790
42,Nissan                                                          ,42,Sunny                                                           ,mechanical                                                      ,Sunny                                                           ,500
42,Nissan                                                          ,42,Maxima                                                          ,mechanical                                                      ,Maxima                                                          ,1600
42,Nissan                                                          ,42,Sentra                                                          ,mechanical                                                      ,Sentra                                                          ,11000
42,Nissan                                                          ,42,Bluebird                                                        ,mechanical                                                      ,Bluebird                                                        ,150
42,Nissan                                                          ,42,NV S                                                            ,automatic                                                       ,NV S                                                            ,13000
42,Nissan                                                          ,42,Altima                                                          ,automatic                                                       ,Altima                                                          ,6555
42,Nissan                                                          ,42,Navara                                                          ,mechanical                                                      ,Navara                                                          ,6450
42,Nissan                                                          ,42,Rogue                                                           ,automatic                                                       ,Rogue                                                           ,7500
42,Nissan                                                          ,42,Quest                                                           ,automatic                                                       ,Quest                                                           ,8500
42,Nissan                                                          ,42,Vanette                                                         ,mechanical                                                      ,Vanette                                                         ,1900
42,Nissan                                                          ,42,Armada                                                          ,automatic                                                       ,Armada                                                          ,9600
42,Nissan                                                          ,42,Interstar                                                       ,mechanical                                                      ,Interstar                                                       ,5500
42,Nissan                                                          ,42,Pulsar                                                          ,mechanical                                                      ,Pulsar                                                          ,11300
42,Nissan                                                          ,42,100NX                                                           ,mechanical                                                      ,100NX                                                           ,800
42,Nissan                                                          ,42,Primastar                                                       ,mechanical                                                      ,Primastar                                                       ,8900
42,Nissan                                                          ,42,Versa                                                           ,automatic                                                       ,Versa                                                           ,6500
42,Nissan                                                          ,42,L50                                                             ,mechanical                                                      ,L50                                                             ,7000
42,Nissan                                                          ,42,200SX                                                           ,mechanical                                                      ,200SX                                                           ,14000
42,Nissan                                                          ,42,Prairie                                                         ,mechanical                                                      ,Prairie                                                         ,650
42,Nissan                                                          ,42,Cabstar                                                         ,mechanical                                                      ,Cabstar                                                         ,8500
42,Nissan                                                          ,42,Urvan                                                           ,mechanical                                                      ,Urvan                                                           ,1500
42,Nissan                                                          ,42,NV200                                                           ,mechanical                                                      ,NV200                                                           ,8000
42,Nissan                                                          ,42,350Z                                                            ,mechanical                                                      ,350Z                                                            ,12000
42,Nissan                                                          ,42,Skyline                                                         ,automatic                                                       ,Skyline                                                         ,2500
42,Nissan                                                          ,42,Frontier                                                        ,mechanical                                                      ,Frontier                                                        ,17000
43,Suzuki                                                          ,43,Liana                                                           ,mechanical                                                      ,Liana                                                           ,3250
43,Suzuki                                                          ,43,Grand Vitara                                                    ,automatic                                                       ,Grand Vitara                                                    ,10450
43,Suzuki                                                          ,43,SX4                                                             ,automatic                                                       ,SX4                                                             ,8950
43,Suzuki                                                          ,43,Baleno                                                          ,mechanical                                                      ,Baleno                                                          ,640
43,Suzuki                                                          ,43,Wagon R                                                         ,mechanical                                                      ,Wagon R                                                         ,2000
43,Suzuki                                                          ,43,Swift                                                           ,mechanical                                                      ,Swift                                                           ,150
43,Suzuki                                                          ,43,Splash                                                          ,mechanical                                                      ,Splash                                                          ,4990
43,Suzuki                                                          ,43,XL7                                                             ,automatic                                                       ,XL7                                                             ,5500
43,Suzuki                                                          ,43,Vitara                                                          ,mechanical                                                      ,Vitara                                                          ,12500
43,Suzuki                                                          ,43,SX4 S-Cross                                                     ,mechanical                                                      ,SX4 S-Cross                                                     ,5500
43,Suzuki                                                          ,43,Alto                                                            ,mechanical                                                      ,Alto                                                            ,1100
43,Suzuki                                                          ,43,Forenza                                                         ,automatic                                                       ,Forenza                                                         ,3650
43,Suzuki                                                          ,43,Verona                                                          ,automatic                                                       ,Verona                                                          ,2999
43,Suzuki                                                          ,43,Samurai                                                         ,mechanical                                                      ,Samurai                                                         ,6500
43,Suzuki                                                          ,43,Ignis                                                           ,mechanical                                                      ,Ignis                                                           ,4800
43,Suzuki                                                          ,43,Jimny                                                           ,mechanical                                                      ,Jimny                                                           ,5499
43,Suzuki                                                          ,43,Aerio                                                           ,mechanical                                                      ,Aerio                                                           ,4268
44,BMW                                                             ,44,X5                                                              ,automatic                                                       ,X5                                                              ,41500
44,BMW                                                             ,44,X6                                                              ,automatic                                                       ,X6                                                              ,45500
44,BMW                                                             ,44,323                                                             ,automatic                                                       ,323                                                             ,4950
44,BMW                                                             ,44,730                                                             ,automatic                                                       ,730                                                             ,13500
